run_accession	sample_name
ERR1369909	1939.SKBTI.1073
ERR1369921	1939.SKBTI.1088
ERR1369925	1939.SKBTI.1092
ERR1369929	1939.SKBTI.1098
ERR1369931	1939.SKBTI.1100
ERR1369955	1939.SKBTI.1129
ERR1369956	1939.SKBTI.1130
ERR1369957	1939.SKBTI.1134
ERR1369965	1939.SKBTI.1145
ERR1369966	1939.SKBTI.1146
ERR1369969	1939.SKBTI.1149
ERR1369972	1939.SKBTI.1153
ERR1369977	1939.SKBTI.1166
ERR1369984	1939.SKBTI.1174
ERR1369985	1939.SKBTI.1175
ERR1369987	1939.SKBTI.1177
ERR1369990	1939.SKBTI.1182
ERR1369993	1939.SKBTI.1185
ERR1369994	1939.SKBTI.1186
ERR1369996	1939.SKBTI.1188
ERR1369998	1939.SKBTI.1191
ERR1370003	1939.SKBTI.1196
ERR1370004	1939.SKBTI.1197
ERR1370008	1939.SKBTI.1203
ERR1370009	1939.SKBTI.1204
ERR1370012	1939.SKBTI.1207
ERR1370016	1939.SKBTI.1211
ERR1370018	1939.SKBTI.1214
ERR1370023	1939.SKBTI.1221
ERR1370029	1939.SKBTI.1227
ERR1370031	1939.SKBTI.1229
ERR1370033	1939.SKBTI.1231
ERR1370035	1939.SKBTI.1235
ERR1370036	1939.SKBTI.1236
ERR1370039	1939.SKBTI.1239
ERR1370046	1939.SKBTI.1249
ERR1370047	1939.SKBTI.1251
ERR1370048	1939.SKBTI.1252
ERR1370049	1939.SKBTI.1253
ERR1370052	1939.SKBTI.1256
ERR1370055	1939.SKBTI.1259
ERR1370056	1939.SKBTI.1260
ERR1370058	1939.SKBTI.1262
ERR1370060	1939.SKBTI.1264
ERR1370061	1939.SKBTI.1265
ERR1370062	1939.SKBTI.1266
ERR1370063	1939.SKBTI.1268
ERR1370067	1939.SKBTI.1272
ERR1370069	1939.SKBTI.1276
ERR1370075	1939.SKBTI.1284
ERR1370078	1939.SKBTI.1287
ERR1370080	1939.SKBTI.1289
ERR1370085	1939.SKBTI.1295
ERR1370087	1939.SKBTI.1298
ERR1370091	1939.SKBTI.1303
ERR1370097	1939.SKBTI.1310
ERR1370102	1939.SKBTI.1315
ERR1370104	1939.SKBTI.1318
ERR1370107	1939.SKBTI.1323
ERR1370108	1939.SKBTI.1324
ERR1370114	1939.SKBTI.1332
ERR1370115	1939.SKBTI.1333
ERR1370117	1939.SKBTI.1335
ERR1370118	1939.SKBTI.1336
ERR1370119	1939.SKBTI.1337
ERR1370122	1939.SKBTI.1340
ERR1370123	1939.SKBTI.1341
ERR1370124	1939.SKBTI.1342
ERR1370127	1939.SKBTI.1345
ERR1370130	1939.SKBTI.1348
ERR1370132	1939.SKBTI.1350
ERR1370133	1939.SKBTI.1351
ERR1370134	1939.SKBTI.1352
ERR1370135	1939.SKBTI.1353
ERR1370138	1939.SKBTI002
ERR1370143	1939.SKBTI008
ERR1370145	1939.SKBTI011
ERR1370146	1939.SKBTI012
ERR1370147	1939.SKBTI013
ERR1370148	1939.SKBTI014
ERR1370149	1939.SKBTI015
ERR1370151	1939.SKBTI018
ERR1370152	1939.SKBTI019
ERR1370155	1939.SKBTI022
ERR1370157	1939.SKBTI024
ERR1370158	1939.SKBTI025
ERR1370159	1939.SKBTI026
ERR1370162	1939.SKBTI029
ERR1370165	1939.SKBTI032
ERR1370167	1939.SKBTI034
ERR1370170	1939.SKBTI037
ERR1370177	1939.SKBTI044
ERR1370180	1939.SKBTI046.b
ERR1370181	1939.SKBTI047
ERR1370182	1939.SKBTI048
ERR1370188	1939.SKBTI054
ERR1370191	1939.SKBTI057
ERR1370193	1939.SKBTI059
ERR1370195	1939.SKBTI061
ERR1370197	1939.SKBTI062.b
ERR1370198	1939.SKBTI063
ERR1370205	1939.SKBTI069
ERR1370209	1939.SKBTI073
ERR1370210	1939.SKBTI074
ERR1370211	1939.SKBTI075.a
ERR1370212	1939.SKBTI075.b
ERR1370214	1939.SKBTI076.b
ERR1370215	1939.SKBTI077
ERR1370216	1939.SKBTI078
ERR1370219	1939.SKBTI081
ERR1370221	1939.SKBTI082.b
ERR1370223	1939.SKBTI085
ERR1370225	1939.SKBTI087
ERR1370235	1939.SKBTI094
ERR1369459	1939.SKBTI.0265.a
ERR1369462	1939.SKBTI.0267
ERR1369464	1939.SKBTI.0269
ERR1369469	1939.SKBTI.0272.b
ERR1369486	1939.SKBTI.0285
ERR1369493	1939.SKBTI.0313
ERR1369505	1939.SKBTI.0482
ERR1369508	1939.SKBTI.0485
ERR1369510	1939.SKBTI.0487
ERR1369511	1939.SKBTI.0488
ERR1369517	1939.SKBTI.0494
ERR1369520	1939.SKBTI.0497
ERR1369528	1939.SKBTI.0507
ERR1369531	1939.SKBTI.0511
ERR1369532	1939.SKBTI.0512
ERR1369536	1939.SKBTI.0516
ERR1369539	1939.SKBTI.0519
ERR1369541	1939.SKBTI.0521
ERR1369552	1939.SKBTI.0532
ERR1369555	1939.SKBTI.0536
ERR1369561	1939.SKBTI.0542
ERR1369565	1939.SKBTI.0546
ERR1369568	1939.SKBTI.0549
ERR1369571	1939.SKBTI.0552
ERR1369578	1939.SKBTI.0560
ERR1369592	1939.SKBTI.0574
ERR1369611	1939.SKBTI.0595
ERR1369626	1939.SKBTI.0611
ERR1369635	1939.SKBTI.0622
ERR1369662	1939.SKBTI.0653
ERR1369683	1939.SKBTI.0676
ERR1369695	1939.SKBTI.0703
ERR1369696	1939.SKBTI.0704
ERR1369698	1939.SKBTI.0705.b
ERR1369705	1939.SKBTI.0716
ERR1369706	1939.SKBTI.0717
ERR1369709	1939.SKBTI.0722
ERR1369714	1939.SKBTI.0732
ERR1369719	1939.SKBTI.0740
ERR1369724	1939.SKBTI.0749
ERR1369728	1939.SKBTI.0754
ERR1369730	1939.SKBTI.0756.a
ERR1369735	1939.SKBTI.0761
ERR1369741	1939.SKBTI.0767.a
ERR1369743	1939.SKBTI.0768
ERR1369748	1939.SKBTI.0868
ERR1369749	1939.SKBTI.0869
ERR1369751	1939.SKBTI.0871
ERR1369757	1939.SKBTI.0882
ERR1369758	1939.SKBTI.0883
ERR1369767	1939.SKBTI.0893
ERR1369769	1939.SKBTI.0908
ERR1369771	1939.SKBTI.0911
ERR1369773	1939.SKBTI.0913
ERR1369778	1939.SKBTI.0918
ERR1369783	1939.SKBTI.0925
ERR1369789	1939.SKBTI.0932
ERR1369792	1939.SKBTI.0935
ERR1369816	1939.SKBTI.0969
ERR1369823	1939.SKBTI.0977
ERR1369824	1939.SKBTI.0979
ERR1369827	1939.SKBTI.0982
ERR1369833	1939.SKBTI.0989
ERR1369834	1939.SKBTI.0991
ERR1369852	1939.SKBTI.1012
ERR1369855	1939.SKBTI.1015
ERR1369857	1939.SKBTI.1017
ERR1369870	1939.SKBTI.1031
ERR1369871	1939.SKBTI.1032
ERR1369877	1939.SKBTI.1038
ERR1369878	1939.SKBTI.1039
ERR1369880	1939.SKBTI.1042
ERR1369882	1939.SKBTI.1044
ERR1369893	1939.SKBTI.1055
ERR1369900	1939.SKBTI.1063
ERR1369906	1939.SKBTI.1069
ERR1369914	1939.SKBTI.1078
ERR1369917	1939.SKBTI.1084
ERR1369920	1939.SKBTI.1087
ERR1369923	1939.SKBTI.1090
ERR1369935	1939.SKBTI.1106
ERR1369939	1939.SKBTI.1112
ERR1369940	1939.SKBTI.1113
ERR1369945	1939.SKBTI.1118
ERR1369946	1939.SKBTI.1120
ERR1369948	1939.SKBTI.1122
ERR1369953	1939.SKBTI.1127
ERR1369961	1939.SKBTI.1140
ERR1369962	1939.SKBTI.1141
ERR1368881	1939.100009
ERR1368885	1939.100046
ERR1368890	1939.100052
ERR1368895	1939.100068
ERR1368903	1939.100080
ERR1368904	1939.100083
ERR1368905	1939.100085
ERR1368907	1939.100087
ERR1368912	1939.100092
ERR1368917	1939.100101
ERR1368920	1939.100105
ERR1368922	1939.100107
ERR1368923	1939.100109
ERR1368925	1939.100117
ERR1368926	1939.100128
ERR1368927	1939.100158
ERR1368930	1939.100162
ERR1368935	1939.100180
ERR1368938	1939.100183
ERR1368940	1939.100188
ERR1368949	1939.100203
ERR1368952	1939.100206
ERR1368954	1939.100209
ERR1368957	1939.100212
ERR1368958	1939.100214
ERR1368959	1939.100216
ERR1368962	1939.100220
ERR1368963	1939.100222
ERR1368973	1939.120157
ERR1368994	1939.121200
ERR1368996	1939.121212
ERR1369006	1939.121281
ERR1369007	1939.121282
ERR1369009	1939.121284
ERR1369018	1939.121314
ERR1369030	1939.121404
ERR1369035	1939.121423
ERR1369037	1939.121445
ERR1369038	1939.121446
ERR1369040	1939.121448
ERR1369041	1939.121449
ERR1369047	1939.121456
ERR1369051	1939.121464
ERR1369056	1939.121469
ERR1369057	1939.121470
ERR1369063	1939.121477
ERR1369064	1939.121478
ERR1369065	1939.121479
ERR1369078	1939.121502
ERR1369080	1939.121952.a
ERR1369082	1939.121953.a
ERR1369084	1939.121954.a
ERR1369089	1939.121968.b
ERR1369090	1939.121969
ERR1369092	1939.121976
ERR1369093	1939.121977
ERR1369095	1939.121979
ERR1369096	1939.121980.a
ERR1369099	1939.121982
ERR1369107	1939.122009.b
ERR1369108	1939.122010.a
ERR1369109	1939.122010.b
ERR1369112	1939.122033
ERR1369116	1939.122038
ERR1369121	1939.122053.a
ERR1369125	1939.122058
ERR1369127	1939.122060
ERR1369129	1939.122061.b
ERR1369133	1939.122074
ERR1369136	1939.122077
ERR1369138	1939.122079
ERR1369139	1939.122096.a
ERR1369145	1939.122099.b
ERR1369147	1939.122100.b
ERR1369152	1939.122115.b
ERR1369154	1939.122116.b
ERR1369157	1939.122119.a
ERR1369158	1939.122119.b
ERR1369163	1939.MGH100079
ERR1369165	1939.MGH100601.a
ERR1369174	1939.MGH101003
ERR1369175	1939.MGH101010
ERR1369176	1939.MGH101089
ERR1369181	1939.MGH101468
ERR1369182	1939.MGH101614
ERR1369185	1939.MGH101748
ERR1369191	1939.MGH102278
ERR1369192	1939.MGH102386
ERR1369195	1939.MGH102719
ERR1369196	1939.MGH102797
ERR1369200	1939.MGH103108
ERR1369201	1939.MGH103128
ERR1369205	1939.MGH103660
ERR1369210	1939.MGH103912
ERR1369214	1939.MGH104316.b
ERR1369220	1939.MGH104671.b
ERR1369223	1939.MGH104824.b
ERR1369234	1939.MGH105618
ERR1369236	1939.MGH105693
ERR1369240	1939.MGH106271.a
ERR1369243	1939.MGH106399
ERR1369244	1939.MGH109339
ERR1369246	1939.MGH109614
ERR1369249	1939.MGH109812
ERR1369253	1939.MGH112373
ERR1369255	1939.MGH113364
ERR1369266	1939.SKBTI.0102.a
ERR1369269	1939.SKBTI.0104
ERR1369272	1939.SKBTI.0108
ERR1369273	1939.SKBTI.0110
ERR1369275	1939.SKBTI.0112.a
ERR1369280	1939.SKBTI.0115.b
ERR1369284	1939.SKBTI.0119
ERR1369288	1939.SKBTI.0122.b
ERR1369291	1939.SKBTI.0125
ERR1369292	1939.SKBTI.0126
ERR1369294	1939.SKBTI.0128
ERR1369295	1939.SKBTI.0129
ERR1369298	1939.SKBTI.0132
ERR1369300	1939.SKBTI.0134.a
ERR1369304	1939.SKBTI.0136.b
ERR1369313	1939.SKBTI.0143.b
ERR1369315	1939.SKBTI.0145
ERR1369321	1939.SKBTI.0150.b
ERR1369325	1939.SKBTI.0154.a
ERR1369327	1939.SKBTI.0155
ERR1369328	1939.SKBTI.0156
ERR1369331	1939.SKBTI.0158
ERR1369332	1939.SKBTI.0159
ERR1369333	1939.SKBTI.0160
ERR1369335	1939.SKBTI.0162
ERR1369339	1939.SKBTI.0167
ERR1369342	1939.SKBTI.0170
ERR1369345	1939.SKBTI.0172.b
ERR1369346	1939.SKBTI.0173.a
ERR1369351	1939.SKBTI.0177.a
ERR1369352	1939.SKBTI.0177.b
ERR1369357	1939.SKBTI.0182
ERR1369359	1939.SKBTI.0184
ERR1369361	1939.SKBTI.0187
ERR1369363	1939.SKBTI.0189
ERR1369369	1939.SKBTI.0195
ERR1369370	1939.SKBTI.0196
ERR1369372	1939.SKBTI.0198.a
ERR1369374	1939.SKBTI.0199
ERR1369375	1939.SKBTI.0200
ERR1369377	1939.SKBTI.0202
ERR1369378	1939.SKBTI.0203
ERR1369380	1939.SKBTI.0204.b
ERR1369383	1939.SKBTI.0207
ERR1369387	1939.SKBTI.0210
ERR1369388	1939.SKBTI.0211.a
ERR1369389	1939.SKBTI.0211.b
ERR1369390	1939.SKBTI.0212
ERR1369392	1939.SKBTI.0213.b
ERR1369398	1939.SKBTI.0219
ERR1369401	1939.SKBTI.0222
ERR1369402	1939.SKBTI.0223.a
ERR1369413	1939.SKBTI.0230.b
ERR1369414	1939.SKBTI.0231
ERR1369418	1939.SKBTI.0235
ERR1369420	1939.SKBTI.0237
ERR1369421	1939.SKBTI.0238
ERR1369422	1939.SKBTI.0239
ERR1369423	1939.SKBTI.0240
ERR1369425	1939.SKBTI.0242
ERR1369426	1939.SKBTI.0243
ERR1369427	1939.SKBTI.0244.a
ERR1369429	1939.SKBTI.0245.a
ERR1369430	1939.SKBTI.0245.b
ERR1369432	1939.SKBTI.0246.b
ERR1369433	1939.SKBTI.0247
ERR1369434	1939.SKBTI.0248
ERR1369443	1939.SKBTI.0254.b
ERR1369444	1939.SKBTI.0255.a
ERR1369448	1939.SKBTI.0257
ERR1369449	1939.SKBTI.0258
ERR1369451	1939.SKBTI.0260
ERR1369452	1939.SKBTI.0261.a
ERR1369453	1939.SKBTI.0261.b
ERR1369454	1939.SKBTI.0262.a
ERR1369457	1939.SKBTI.0264.a
ERR1369463	1939.SKBTI.0268
ERR1369465	1939.SKBTI.0270
ERR1369467	1939.SKBTI.0271.b
ERR1369475	1939.SKBTI.0276
ERR1369506	1939.SKBTI.0483
ERR1369538	1939.SKBTI.0518
ERR1369542	1939.SKBTI.0522
ERR1369546	1939.SKBTI.0526
ERR1369548	1939.SKBTI.0528
ERR1369549	1939.SKBTI.0529
ERR1369562	1939.SKBTI.0543
ERR1369563	1939.SKBTI.0544
ERR1369574	1939.SKBTI.0556
ERR1369576	1939.SKBTI.0558
ERR1369581	1939.SKBTI.0563
ERR1369595	1939.SKBTI.0577
ERR1369602	1939.SKBTI.0585
ERR1369604	1939.SKBTI.0588
ERR1369614	1939.SKBTI.0598
ERR1369615	1939.SKBTI.0599
ERR1369620	1939.SKBTI.0605
ERR1369623	1939.SKBTI.0608
ERR1369628	1939.SKBTI.0614
ERR1369629	1939.SKBTI.0615
ERR1369632	1939.SKBTI.0619
ERR1369633	1939.SKBTI.0620
ERR1369636	1939.SKBTI.0623
ERR1369640	1939.SKBTI.0629
ERR1369643	1939.SKBTI.0632
ERR1369644	1939.SKBTI.0633
ERR1369645	1939.SKBTI.0634
ERR1369647	1939.SKBTI.0636
ERR1369648	1939.SKBTI.0637
ERR1369649	1939.SKBTI.0638
ERR1369654	1939.SKBTI.0643
ERR1369660	1939.SKBTI.0651
ERR1369666	1939.SKBTI.0658
ERR1369670	1939.SKBTI.0662
ERR1369671	1939.SKBTI.0663
ERR1369673	1939.SKBTI.0665
ERR1369674	1939.SKBTI.0666
ERR1369687	1939.SKBTI.0683
ERR1369688	1939.SKBTI.0684
ERR1369708	1939.SKBTI.0721
ERR1369712	1939.SKBTI.0731.a
ERR1369717	1939.SKBTI.0737
ERR1369721	1939.SKBTI.0742
ERR1369723	1939.SKBTI.0746
ERR1369725	1939.SKBTI.0750
ERR1369727	1939.SKBTI.0752
ERR1369731	1939.SKBTI.0756.b
ERR1369745	1939.SKBTI.0865
ERR1369754	1939.SKBTI.0877
ERR1369764	1939.SKBTI.0890
ERR1369768	1939.SKBTI.0895
ERR1369772	1939.SKBTI.0912
ERR1369775	1939.SKBTI.0915
ERR1369776	1939.SKBTI.0916
ERR1369777	1939.SKBTI.0917
ERR1369779	1939.SKBTI.0919
ERR1369787	1939.SKBTI.0930
ERR1369788	1939.SKBTI.0931
ERR1369793	1939.SKBTI.0936
ERR1369794	1939.SKBTI.0937
ERR1369797	1939.SKBTI.0942
ERR1369800	1939.SKBTI.0945
ERR1369803	1939.SKBTI.0951
ERR1369805	1939.SKBTI.0953
ERR1369806	1939.SKBTI.0954
ERR1369815	1939.SKBTI.0968
ERR1369819	1939.SKBTI.0972
ERR1369838	1939.SKBTI.0996
ERR1369841	1939.SKBTI.0999
ERR1369850	1939.SKBTI.1010
ERR1369853	1939.SKBTI.1013
ERR1369869	1939.SKBTI.1030
ERR1369886	1939.SKBTI.1048
ERR1369890	1939.SKBTI.1052
ERR1369915	1939.SKBTI.1079
ERR1369916	1939.SKBTI.1081
ERR1369918	1939.SKBTI.1085
ERR1369926	1939.SKBTI.1093
ERR1369941	1939.SKBTI.1114
ERR1369951	1939.SKBTI.1125
ERR1369960	1939.SKBTI.1138
ERR1369964	1939.SKBTI.1144
ERR1369968	1939.SKBTI.1148
ERR1369970	1939.SKBTI.1151
ERR1369973	1939.SKBTI.1155
ERR1369978	1939.SKBTI.1167
ERR1369979	1939.SKBTI.1168
ERR1369980	1939.SKBTI.1170
ERR1369982	1939.SKBTI.1172
ERR1369986	1939.SKBTI.1176
ERR1370000	1939.SKBTI.1193
ERR1370001	1939.SKBTI.1194
ERR1370002	1939.SKBTI.1195
ERR1370005	1939.SKBTI.1200
ERR1370006	1939.SKBTI.1201
ERR1370007	1939.SKBTI.1202
ERR1370010	1939.SKBTI.1205
ERR1370014	1939.SKBTI.1209
ERR1370015	1939.SKBTI.1210
ERR1370020	1939.SKBTI.1217
ERR1370022	1939.SKBTI.1220
ERR1370024	1939.SKBTI.1222
ERR1370026	1939.SKBTI.1224
ERR1370027	1939.SKBTI.1225
ERR1370034	1939.SKBTI.1232
ERR1370037	1939.SKBTI.1237
ERR1370041	1939.SKBTI.1242
ERR1370042	1939.SKBTI.1244
ERR1370044	1939.SKBTI.1246
ERR1370045	1939.SKBTI.1248
ERR1370050	1939.SKBTI.1254
ERR1370051	1939.SKBTI.1255
ERR1370059	1939.SKBTI.1263
ERR1370065	1939.SKBTI.1270
ERR1370066	1939.SKBTI.1271
ERR1370068	1939.SKBTI.1273
ERR1370070	1939.SKBTI.1279
ERR1370071	1939.SKBTI.1280
ERR1370074	1939.SKBTI.1283
ERR1370077	1939.SKBTI.1286
ERR1370079	1939.SKBTI.1288
ERR1370083	1939.SKBTI.1293
ERR1370093	1939.SKBTI.1306
ERR1370095	1939.SKBTI.1308
ERR1370096	1939.SKBTI.1309
ERR1370098	1939.SKBTI.1311
ERR1370099	1939.SKBTI.1312
ERR1370112	1939.SKBTI.1328
ERR1370120	1939.SKBTI.1338
ERR1370121	1939.SKBTI.1339
ERR1370125	1939.SKBTI.1343
ERR1370126	1939.SKBTI.1344
ERR1370128	1939.SKBTI.1346
ERR1370136	1939.SKBTI.1354
ERR1370137	1939.SKBTI.1355
ERR1370140	1939.SKBTI003.b
ERR1370141	1939.SKBTI004
ERR1370144	1939.SKBTI009
ERR1370154	1939.SKBTI021
ERR1370161	1939.SKBTI028
ERR1370164	1939.SKBTI031
ERR1370168	1939.SKBTI035
ERR1370169	1939.SKBTI036
ERR1370172	1939.SKBTI039
ERR1370173	1939.SKBTI040
ERR1370174	1939.SKBTI041
ERR1370175	1939.SKBTI042
ERR1370176	1939.SKBTI043
ERR1370178	1939.SKBTI045
ERR1370185	1939.SKBTI051
ERR1370186	1939.SKBTI052
ERR1370192	1939.SKBTI058
ERR1370196	1939.SKBTI062.a
ERR1370200	1939.SKBTI065
ERR1370204	1939.SKBTI068
ERR1370206	1939.SKBTI070
ERR1370207	1939.SKBTI071
ERR1370208	1939.SKBTI072
ERR1370213	1939.SKBTI076.a
ERR1370217	1939.SKBTI079
ERR1370218	1939.SKBTI080
ERR1370222	1939.SKBTI083
ERR1370224	1939.SKBTI086
ERR1370226	1939.SKBTI088
ERR1370227	1939.SKBTI089.a
ERR1370228	1939.SKBTI089.b
ERR1370229	1939.SKBTI090
ERR1370230	1939.SKBTI091.a
ERR1370234	1939.SKBTI093
ERR1370236	1939.SKBTI095
